Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00      48/48          cv::Mat* std::__uninitialized_move_if_noexcept_a<cv::Mat*, cv::Mat*, std::allocator<cv::Mat> >(cv::Mat*, cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) [154]
[153]    0.0    0.00    0.00      48         cv::Mat* std::__uninitialized_copy_a<cv::Mat*, cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) [153]
                0.00    0.00      48/48          cv::Mat* std::uninitialized_copy<cv::Mat*, cv::Mat*>(cv::Mat*, cv::Mat*, cv::Mat*) [152]
-----------------------------------------------
                0.00    0.00      48/48          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
[154]    0.0    0.00    0.00      48         cv::Mat* std::__uninitialized_move_if_noexcept_a<cv::Mat*, cv::Mat*, std::allocator<cv::Mat> >(cv::Mat*, cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) [154]
                0.00    0.00      48/48          cv::Mat* std::__uninitialized_copy_a<cv::Mat*, cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) [153]
-----------------------------------------------
                0.00    0.00      16/48          LSSE3<float>::LSSE3(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, int) [29]
                0.00    0.00      32/48          LSSE3<float>::energy(Mat<float>) [4]
[155]    0.0    0.00    0.00      48         std::pow(float, float) [155]
-----------------------------------------------
                0.00    0.00       9/45          std::vector<Mat<float>, std::allocator<Mat<float> > >::~vector() [94]
                0.00    0.00      36/45          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
[156]    0.0    0.00    0.00      45         std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_get_Tp_allocator() [156]
-----------------------------------------------
                0.00    0.00      36/36          computeGradient(cv::Mat*) [201]
[157]    0.0    0.00    0.00      36         cv::MatExpr::~MatExpr() [157]
                0.00    0.00     108/1897        cv::Mat::~Mat() [114]
-----------------------------------------------
                0.00    0.00      12/36          __gnu_cxx::new_allocator<Mat<float> >::allocate(unsigned int, void const*) [187]
                0.00    0.00      24/36          __gnu_cxx::__alloc_traits<std::allocator<Mat<float> > >::max_size(std::allocator<Mat<float> > const&) [175]
[158]    0.0    0.00    0.00      36         __gnu_cxx::new_allocator<Mat<float> >::max_size() const [158]
-----------------------------------------------
                0.00    0.00       8/36          OODirectSlamSE3<float>::OODirectSlamSE3(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [30]
                0.00    0.00      12/36          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
                0.00    0.00      16/36          std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [72]
[159]    0.0    0.00    0.00      36         std::vector<Mat<float>, std::allocator<Mat<float> > >::begin() [159]
                0.00    0.00      36/64          __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::__normal_iterator(Mat<float>* const&) [139]
-----------------------------------------------
                0.00    0.00      12/36          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_check_len(unsigned int, char const*) const [188]
                0.00    0.00      24/36          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_check_len(unsigned int, char const*) const [178]
[160]    0.0    0.00    0.00      36         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [160]
-----------------------------------------------
                0.00    0.00      35/35          void std::_Destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [163]
[161]    0.0    0.00    0.00      35         void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [161]
                0.00    0.00      52/76          cv::Mat* std::__addressof<cv::Mat>(cv::Mat&) [133]
                0.00    0.00      52/52          void std::_Destroy<cv::Mat>(cv::Mat*) [145]
-----------------------------------------------
                0.00    0.00      11/35          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() [198]
                0.00    0.00      24/35          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
[162]    0.0    0.00    0.00      35         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned int) [162]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<cv::Mat>::deallocate(cv::Mat*, unsigned int) [173]
-----------------------------------------------
                0.00    0.00      35/35          void std::_Destroy<cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) [164]
[163]    0.0    0.00    0.00      35         void std::_Destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [163]
                0.00    0.00      35/35          void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [161]
-----------------------------------------------
                0.00    0.00      11/35          std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [200]
                0.00    0.00      24/35          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
[164]    0.0    0.00    0.00      35         void std::_Destroy<cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) [164]
                0.00    0.00      35/35          void std::_Destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [163]
-----------------------------------------------
                0.00    0.00       4/31          main10() [2]
                0.00    0.00      27/31          cv::MatExpr::operator cv::Mat() const [171]
[165]    0.0    0.00    0.00      31         cv::Mat::Mat() [165]
                0.00    0.00      31/1787        cv::Mat::MSize::MSize(int*) [115]
                0.00    0.00      31/1787        cv::Mat::MStep::MStep() [116]
                0.00    0.00      31/1735        cv::Mat::initEmpty() [117]
-----------------------------------------------
                0.00    0.00       7/30          Mat<float>* std::__uninitialized_copy<false>::__uninit_copy<Mat<float>*, Mat<float>*>(Mat<float>*, Mat<float>*, Mat<float>*) [81]
                0.00    0.00      23/30          void std::_Destroy_aux<false>::__destroy<Mat<float>*>(Mat<float>*, Mat<float>*) [89]
[166]    0.0    0.00    0.00      30         Mat<float>* std::__addressof<Mat<float> >(Mat<float>&) [166]
-----------------------------------------------
                0.00    0.00      28/28          void __gnu_cxx::__alloc_traits<std::allocator<cv::Mat> >::construct<cv::Mat>(std::allocator<cv::Mat>&, cv::Mat*, cv::Mat const&) [168]
[167]    0.0    0.00    0.00      28         __gnu_cxx::new_allocator<cv::Mat>::construct(cv::Mat*, cv::Mat const&) [167]
                0.00    0.00      28/75          operator new(unsigned int, void*) [134]
                0.00    0.00      28/52          cv::Mat::Mat(cv::Mat const&) [143]
-----------------------------------------------
                0.00    0.00       4/28          std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [170]
                0.00    0.00      24/28          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
[168]    0.0    0.00    0.00      28         void __gnu_cxx::__alloc_traits<std::allocator<cv::Mat> >::construct<cv::Mat>(std::allocator<cv::Mat>&, cv::Mat*, cv::Mat const&) [168]
                0.00    0.00      28/28          __gnu_cxx::new_allocator<cv::Mat>::construct(cv::Mat*, cv::Mat const&) [167]
-----------------------------------------------
                0.00    0.00      12/28          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
                0.00    0.00      16/28          std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [72]
[169]    0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::difference_type __gnu_cxx::operator-<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&, __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&) [169]
                0.00    0.00      56/88          __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::base() const [131]
-----------------------------------------------
                0.00    0.00      10/28          main10() [2]
                0.00    0.00      18/28          computeGradient(cv::Mat*) [201]
[170]    0.0    0.00    0.00      28         std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [170]
                0.00    0.00      28/70          std::vector<cv::Mat, std::allocator<cv::Mat> >::begin() [137]
                0.00    0.00      28/52          __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::difference_type __gnu_cxx::operator-<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) [144]
                0.00    0.00      28/112         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::__normal_iterator(cv::Mat* const&) [126]
                0.00    0.00      24/24          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
                0.00    0.00       4/14          std::vector<cv::Mat, std::allocator<cv::Mat> >::end() [185]
                0.00    0.00       4/4           bool __gnu_cxx::operator==<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) [213]
                0.00    0.00       4/28          void __gnu_cxx::__alloc_traits<std::allocator<cv::Mat> >::construct<cv::Mat>(std::allocator<cv::Mat>&, cv::Mat*, cv::Mat const&) [168]
-----------------------------------------------
                0.00    0.00      27/27          computeGradient(cv::Mat*) [201]
[171]    0.0    0.00    0.00      27         cv::MatExpr::operator cv::Mat() const [171]
                0.00    0.00      27/31          cv::Mat::Mat() [165]
-----------------------------------------------
                0.00    0.00      24/24          void afficherMat<float>(std::string, Mat<float>*, Mat<float>*, Mat<float>*, bool, float) [47]
[172]    0.0    0.00    0.00      24         afficher(std::string, cv::Mat*, cv::Mat*, cv::Mat*, bool, float) [172]
                0.00    0.00      80/107         cv::Size_<int>::Size_(int, int) [127]
                0.00    0.00      64/64          std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [140]
-----------------------------------------------
                0.00    0.00      24/24          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned int) [162]
[173]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<cv::Mat>::deallocate(cv::Mat*, unsigned int) [173]
-----------------------------------------------
                0.00    0.00      24/24          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_allocate(unsigned int) [179]
[174]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<cv::Mat>::allocate(unsigned int, void const*) [174]
                0.00    0.00      24/72          __gnu_cxx::new_allocator<cv::Mat>::max_size() const [135]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Mat<float>, std::allocator<Mat<float> > >::max_size() const [177]
[175]    0.0    0.00    0.00      24         __gnu_cxx::__alloc_traits<std::allocator<Mat<float> > >::max_size(std::allocator<Mat<float> > const&) [175]
                0.00    0.00      24/36          __gnu_cxx::new_allocator<Mat<float> >::max_size() const [158]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Mat<float>, std::allocator<Mat<float> > >::max_size() const [177]
[176]    0.0    0.00    0.00      24         std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_get_Tp_allocator() const [176]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_check_len(unsigned int, char const*) const [188]
[177]    0.0    0.00    0.00      24         std::vector<Mat<float>, std::allocator<Mat<float> > >::max_size() const [177]
                0.00    0.00      24/24          std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_get_Tp_allocator() const [176]
                0.00    0.00      24/24          __gnu_cxx::__alloc_traits<std::allocator<Mat<float> > >::max_size(std::allocator<Mat<float> > const&) [175]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
[178]    0.0    0.00    0.00      24         std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_check_len(unsigned int, char const*) const [178]
                0.00    0.00      96/96          std::vector<cv::Mat, std::allocator<cv::Mat> >::size() const [130]
                0.00    0.00      48/48          std::vector<cv::Mat, std::allocator<cv::Mat> >::max_size() const [150]
                0.00    0.00      24/36          unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [160]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
[179]    0.0    0.00    0.00      24         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_allocate(unsigned int) [179]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<cv::Mat>::allocate(unsigned int, void const*) [174]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [170]
[180]    0.0    0.00    0.00      24         std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
                0.00    0.00      72/83          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator() [132]
                0.00    0.00      48/160         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::base() const [124]
                0.00    0.00      48/48          cv::Mat* std::__uninitialized_move_if_noexcept_a<cv::Mat*, cv::Mat*, std::allocator<cv::Mat> >(cv::Mat*, cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) [154]
                0.00    0.00      24/24          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_check_len(unsigned int, char const*) const [178]
                0.00    0.00      24/70          std::vector<cv::Mat, std::allocator<cv::Mat> >::begin() [137]
                0.00    0.00      24/52          __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::difference_type __gnu_cxx::operator-<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) [144]
                0.00    0.00      24/24          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_allocate(unsigned int) [179]
                0.00    0.00      24/28          void __gnu_cxx::__alloc_traits<std::allocator<cv::Mat> >::construct<cv::Mat>(std::allocator<cv::Mat>&, cv::Mat*, cv::Mat const&) [168]
                0.00    0.00      24/35          void std::_Destroy<cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) [164]
                0.00    0.00      24/35          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned int) [162]
-----------------------------------------------
                0.00    0.00      24/24          cv::Mat* std::__uninitialized_copy<false>::__uninit_copy<cv::Mat*, cv::Mat*>(cv::Mat*, cv::Mat*, cv::Mat*) [151]
[181]    0.0    0.00    0.00      24         void std::_Construct<cv::Mat, cv::Mat>(cv::Mat*, cv::Mat const&) [181]
                0.00    0.00      24/75          operator new(unsigned int, void*) [134]
                0.00    0.00      24/52          cv::Mat::Mat(cv::Mat const&) [143]
-----------------------------------------------
                0.00    0.00       9/21          std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::~_Vector_base() [209]
                0.00    0.00      12/21          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
[182]    0.0    0.00    0.00      21         std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_deallocate(Mat<float>*, unsigned int) [182]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<Mat<float> >::deallocate(Mat<float>*, unsigned int) [186]
-----------------------------------------------
                0.00    0.00      18/18          computeGradient(cv::Mat*) [201]
[183]    0.0    0.00    0.00      18         cv::Mat::type() const [183]
-----------------------------------------------
                0.00    0.00       9/18          computeGradient(cv::Mat*) [201]
                0.00    0.00       9/18          Mat<float> cv2Matp<float>(cv::Mat) [67]
[184]    0.0    0.00    0.00      18         cv::Mat::channels() const [184]
-----------------------------------------------
                0.00    0.00       4/14          std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [170]
                0.00    0.00      10/14          main10() [2]
[185]    0.0    0.00    0.00      14         std::vector<cv::Mat, std::allocator<cv::Mat> >::end() [185]
                0.00    0.00      14/112         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::__normal_iterator(cv::Mat* const&) [126]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_deallocate(Mat<float>*, unsigned int) [182]
[186]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<Mat<float> >::deallocate(Mat<float>*, unsigned int) [186]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_allocate(unsigned int) [189]
[187]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<Mat<float> >::allocate(unsigned int, void const*) [187]
                0.00    0.00      12/36          __gnu_cxx::new_allocator<Mat<float> >::max_size() const [158]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
[188]    0.0    0.00    0.00      12         std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_check_len(unsigned int, char const*) const [188]
                0.00    0.00      48/48          std::vector<Mat<float>, std::allocator<Mat<float> > >::size() const [149]
                0.00    0.00      24/24          std::vector<Mat<float>, std::allocator<Mat<float> > >::max_size() const [177]
                0.00    0.00      12/36          unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [160]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
[189]    0.0    0.00    0.00      12         std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_allocate(unsigned int) [189]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<Mat<float> >::allocate(unsigned int, void const*) [187]
-----------------------------------------------
                0.00    0.00       4/12          std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [72]
                0.00    0.00       8/12          main10() [2]
[190]    0.0    0.00    0.00      12         std::vector<Mat<float>, std::allocator<Mat<float> > >::end() [190]
                0.00    0.00      12/64          __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::__normal_iterator(Mat<float>* const&) [139]
-----------------------------------------------
                0.00    0.00      11/11          std::allocator<cv::Mat>::allocator() [193]
[191]    0.0    0.00    0.00      11         __gnu_cxx::new_allocator<cv::Mat>::new_allocator() [191]
-----------------------------------------------
                0.00    0.00      11/11          std::allocator<cv::Mat>::~allocator() [194]
[192]    0.0    0.00    0.00      11         __gnu_cxx::new_allocator<cv::Mat>::~new_allocator() [192]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::_Vector_impl() [195]
[193]    0.0    0.00    0.00      11         std::allocator<cv::Mat>::allocator() [193]
                0.00    0.00      11/11          __gnu_cxx::new_allocator<cv::Mat>::new_allocator() [191]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::~_Vector_impl() [196]
[194]    0.0    0.00    0.00      11         std::allocator<cv::Mat>::~allocator() [194]
                0.00    0.00      11/11          __gnu_cxx::new_allocator<cv::Mat>::~new_allocator() [192]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base() [197]
[195]    0.0    0.00    0.00      11         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::_Vector_impl() [195]
                0.00    0.00      11/11          std::allocator<cv::Mat>::allocator() [193]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() [198]
[196]    0.0    0.00    0.00      11         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::~_Vector_impl() [196]
                0.00    0.00      11/11          std::allocator<cv::Mat>::~allocator() [194]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<cv::Mat, std::allocator<cv::Mat> >::vector() [199]
[197]    0.0    0.00    0.00      11         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base() [197]
                0.00    0.00      11/11          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::_Vector_impl() [195]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [200]
[198]    0.0    0.00    0.00      11         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() [198]
                0.00    0.00      11/35          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned int) [162]
                0.00    0.00      11/11          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::~_Vector_impl() [196]
-----------------------------------------------
                0.00    0.00       2/11          main10() [2]
                0.00    0.00       9/11          computeGradient(cv::Mat*) [201]
[199]    0.0    0.00    0.00      11         std::vector<cv::Mat, std::allocator<cv::Mat> >::vector() [199]
                0.00    0.00      11/11          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base() [197]
-----------------------------------------------
                0.00    0.00       2/11          main10() [2]
                0.00    0.00       9/11          computeGradient(cv::Mat*) [201]
[200]    0.0    0.00    0.00      11         std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [200]
                0.00    0.00      11/83          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator() [132]
                0.00    0.00      11/35          void std::_Destroy<cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) [164]
                0.00    0.00      11/11          std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() [198]
-----------------------------------------------
                0.00    0.00       9/9           main10() [2]
[201]    0.0    0.00    0.00       9         computeGradient(cv::Mat*) [201]
                0.00    0.00      72/72          std::vector<cv::Mat, std::allocator<cv::Mat> >::operator[](unsigned int) [136]
                0.00    0.00      36/36          cv::MatExpr::~MatExpr() [157]
                0.00    0.00      27/27          cv::MatExpr::operator cv::Mat() const [171]
                0.00    0.00      18/18          cv::Mat::type() const [183]
                0.00    0.00      18/107         cv::Size_<int>::Size_(int, int) [127]
                0.00    0.00      18/70          std::vector<cv::Mat, std::allocator<cv::Mat> >::begin() [137]
                0.00    0.00      18/28          std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [170]
                0.00    0.00      18/1897        cv::Mat::~Mat() [114]
                0.00    0.00       9/18          cv::Mat::channels() const [184]
                0.00    0.00       9/11          std::vector<cv::Mat, std::allocator<cv::Mat> >::vector() [199]
                0.00    0.00       9/11          std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [200]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator<Mat<float> >::allocator() [204]
[202]    0.0    0.00    0.00       9         __gnu_cxx::new_allocator<Mat<float> >::new_allocator() [202]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator<Mat<float> >::~allocator() [205]
[203]    0.0    0.00    0.00       9         __gnu_cxx::new_allocator<Mat<float> >::~new_allocator() [203]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_impl::_Vector_impl() [206]
[204]    0.0    0.00    0.00       9         std::allocator<Mat<float> >::allocator() [204]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<Mat<float> >::new_allocator() [202]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_impl::~_Vector_impl() [207]
[205]    0.0    0.00    0.00       9         std::allocator<Mat<float> >::~allocator() [205]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<Mat<float> >::~new_allocator() [203]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_base() [208]
[206]    0.0    0.00    0.00       9         std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_impl::_Vector_impl() [206]
                0.00    0.00       9/9           std::allocator<Mat<float> >::allocator() [204]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::~_Vector_base() [209]
[207]    0.0    0.00    0.00       9         std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_Vector_impl::~_Vector_impl() [207]
